[18066:18066:1229/170547.370500:INFO:CONSOLE(29)] "Widget </content/productRecipes> ("@MarketNode/ProductRecipes") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.500164:INFO:CONSOLE(29)] "Widget </header/catalogEntrypoint> ("@MarketNode/HeaderCatalogEntrypoint") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.725500:INFO:CONSOLE(14)] "You forgot to import "@yandex-market/mandrel/DevTools/Root" in the index file of a parent widget or mark it as static.", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (14)
[18066:18066:1229/170547.759668:INFO:CONSOLE(29)] "Widget </header/plusBalance> ("@MarketNode/HeaderPlusBalance") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.762279:INFO:CONSOLE(29)] "Widget </devToolsInit> ("@yandex-market/mandrel/DevTools/Init") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.764730:INFO:CONSOLE(29)] "Widget </header/ordersDropdown> ("@marketfront/OrdersWidget") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.789149:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-CartUpsalePopup> ("@market/CartUpsalePopup") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.791777:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-OnboardingManagerLoader> ("@marketfront/OnboardingManagerLoader") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.796303:INFO:CONSOLE(29)] "Widget </greed> ("@MarketNode/Greed") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170547.798032:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-CommonEcommerce/productTracking> ("@marketfront/ProductTracking") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170548.677079:INFO:CONSOLE(29)] "Widget </content> ("@MarketNode/ProductReviewsPage") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.079551:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-CommonEcommerce/ecommerce> ("@market/Ecommerce") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.091802:INFO:CONSOLE(29)] "Widget </rootIdleManager/rootIdleManager-YaPlusMediaWidget> ("@marketfront/YaPlusMediaWidget") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.093747:INFO:CONSOLE(29)] "Widget </captchaService> ("@marketfront/CaptchaService") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
[18066:18066:1229/170549.099513:INFO:CONSOLE(29)] "Widget </header/nav> ("@MarketNode/HeaderNav") is inited", source: https://yastatic.net/s3/market-static/white-desktop/browser.vendor.325739c.js (29)
